Name,ManaCost,Colors,ColorIdentity,Type,Category,CardType,IsLand,OracleText
Bogardan Firefiend,3.0,R,R,Creature — Elemental Spirit,"Creature, Removal",Creature,false,"When this creature dies, it deals 2 damage to target creature."
Muse Drake,4.0,U,U,Creature — Drake,"Card Draw, Creature",Creature,false,"Flying When this creature enters, draw a card."
Pyreswipe Hawk,5.0,R,R,Creature — Elemental Bird,Creature,Creature,false,"Flying, haste Whenever this creature attacks, it gets +X/+0 until end of turn, where X is the greatest mana value among artifacts you control. Whenever you expend 6, gain control of up to one target artifact for as long as you control this creature. (You expend 6 as you spend your sixth total mana to cast spells during a turn.)"
Stromgald Spy,4.0,B,B,Creature — Human Rogue,Creature,Creature,false,"Whenever this creature attacks and isn't blocked, you may have defending player play with their hand revealed for as long as this creature remains on the battlefield. If you do, this creature assigns no combat damage this turn."
Private Eye,3.0,U;W,U;W,Creature — Homunculus Detective,"Card Draw, Creature",Creature,false,"Other Detectives you control get +1/+1. Whenever you draw your second card each turn, target Detective can't be blocked this turn."
Containment Construct,2.0,,,Artifact Creature — Construct,"Artifact, Creature, Discard",Creature,false,"Whenever you discard a card, you may exile that card from your graveyard. If you do, you may play that card this turn."
Raiders' Karve,3.0,,,Artifact — Vehicle,Artifact,Artifact,false,"Whenever this Vehicle attacks, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)"
Megantic Sliver,6.0,G,G,Creature — Sliver,Creature,Creature,false,Sliver creatures you control get +3/+3.
Narrow Escape,3.0,W,W,Instant,"Instant, Life Gain",Instant,false,Return target permanent you control to its owner's hand. You gain 4 life.
Takeno's Cavalry,4.0,W,W,Creature — Human Samurai Archer,"Creature, Removal",Creature,false,"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {T}: This creature deals 1 damage to target attacking or blocking Spirit."
Sicken,1.0,B,B,Enchantment — Aura,"Card Draw, Discard, Enchantment",Enchantment,false,"Enchant creature Enchanted creature gets -1/-1. Cycling {2} ({2}, Discard this card: Draw a card.)"
"Frodo, Adventurous Hobbit",2.0,B;W,B;W,Legendary Creature — Halfling Scout,"Card Draw, Creature, Life Gain",Creature,false,"Partner with Sam, Loyal Attendant Vigilance Whenever Frodo attacks, if you gained 3 or more life this turn, the Ring tempts you. Then if Frodo is your Ring-bearer and the Ring has tempted you two or more times this game, draw a card."
Purify,5.0,W,W,Sorcery,"Board Wipe, Sorcery",Sorcery,false,Destroy all artifacts and enchantments.
Vivi Ornitier,3.0,R;U,R;U,Legendary Creature — Wizard,Creature,Creature,false,"{0}: Add X mana in any combination of {U} and/or {R}, where X is Vivi Ornitier's power. Activate only during your turn and only once each turn. Whenever you cast a noncreature spell, put a +1/+1 counter on Vivi Ornitier and it deals 1 damage to each opponent."
Epicenter,5.0,R,R,Sorcery,"Removal, Sorcery",Sorcery,false,Target player sacrifices a land of their choice. Threshold — Each player sacrifices all lands they control instead if there are seven or more cards in your graveyard.
Drifting Djinn,6.0,U,U,Creature — Djinn,"Card Draw, Creature, Discard",Creature,false,"Flying At the beginning of your upkeep, sacrifice this creature unless you pay {1}{U}. Cycling {2} ({2}, Discard this card: Draw a card.)"
Feed the Cauldron,3.0,B,B,Instant,"Instant, Life Gain, Removal, Token Generation",Instant,false,"Destroy target creature with mana value 3 or less. If it's your turn, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")"
Barkhide Troll,2.0,G,G,Creature — Troll,"Creature, Protection",Creature,false,"This creature enters with a +1/+1 counter on it. {1}, Remove a +1/+1 counter from this creature: This creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)"
Scurrilous Sentry,4.0,B,B,Creature — Human Knight Rogue,"Card Draw, Creature, Discard",Creature,false,"Menace Whenever this creature enters or attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)"
Moldering Gym // Weight Room,9.0,G,G,Enchantment — Room // Enchantment — Room,"Enchantment, Tutor",Enchantment,false,"When you unlock this door, search your library for a basic land card, put it onto the battlefield tapped, then shuffle. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, manifest dread, then put three +1/+1 counters on that creature. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Clackbridge Troll,5.0,B,B,Creature — Troll,"Card Draw, Creature, Life Gain, Token Generation",Creature,false,"Trample, haste When this creature enters, target opponent creates three 0/1 white Goat creature tokens. At the beginning of combat on your turn, any opponent may sacrifice a creature of their choice. If a player does, tap this creature, you gain 3 life, and you draw a card."
Stonybrook Banneret,2.0,U,U,Creature — Merfolk Wizard,"Creature, Stax",Creature,false,Islandwalk (This creature can't be blocked as long as defending player controls an Island.) Merfolk spells and Wizard spells you cast cost {1} less to cast.
Renegade Demon,5.0,B,B,Creature — Demon,Creature,Creature,false,
Lydia Frye,3.0,B;U,B;U,Legendary Creature — Human Assassin,Creature,Creature,false,"Lydia Frye can't be blocked by creatures with power 3 or greater. At the beginning of your end step, surveil X, where X is the number of tapped Assassins you control. (Look at the top X cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)"
Leyline of the Meek,4.0,W,W,Enchantment,Enchantment,Enchantment,false,"If this card is in your opening hand, you may begin the game with it on the battlefield. Creature tokens get +1/+1."
Ministrant of Obligation,3.0,W,W,Creature — Human Cleric,"Creature, Token Generation",Creature,false,"Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)"
Underworld Sentinel,5.0,B,B,Creature — Skeleton Soldier,"Creature, Removal",Creature,false,"Whenever this creature attacks, exile target creature card from your graveyard. When this creature dies, put all cards exiled with it onto the battlefield."
Avarax,5.0,R,R,Creature — Beast,"Creature, Tutor",Creature,false,"Haste When this creature enters, you may search your library for a card named Avarax, reveal it, put it into your hand, then shuffle. {1}{R}: This creature gets +1/+0 until end of turn."
Witch's Web,2.0,G,G,Instant,Instant,Instant,false,Target creature gets +3/+3 and gains reach until end of turn. Untap it.
Fire-Field Ogre,4.0,B;R;U,B;R;U,Creature — Ogre Mutant,Creature,Creature,false,First strike Unearth {U}{B}{R} ({U}{B}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
"Andúril, Flame of the West",3.0,,,Legendary Artifact — Equipment,"Artifact, Token Generation",Artifact,false,"Equipped creature gets +3/+1. Whenever equipped creature attacks, create two tapped 1/1 white Spirit creature tokens with flying. If that creature is legendary, instead create two of those tokens that are tapped and attacking. Equip {2}"
Graceful Cat,3.0,W,W,Creature — Cat,Creature,Creature,false,"Whenever this creature attacks, it gets +1/+1 until end of turn."
Divining Witch,2.0,B,B,Creature — Human Spellshaper,"Board Wipe, Creature, Discard",Creature,false,"{1}{B}, {T}, Discard a card: Choose a card name. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with the chosen name. Put that card into your hand and exile all other cards revealed this way."
Carnifex Demon,6.0,B,B,Creature — Phyrexian Demon,Creature,Creature,false,"Flying This creature enters with two -1/-1 counters on it. {B}, Remove a -1/-1 counter from this creature: Put a -1/-1 counter on each other creature."
Darigaaz Reincarnated,7.0,B;G;R,B;G;R,Legendary Creature — Dragon,Creature,Creature,false,"Flying, trample, haste If Darigaaz would die, instead exile it with three egg counters on it. At the beginning of your upkeep, if this card is exiled with an egg counter on it, remove an egg counter from it. Then if this card has no egg counters on it, return it to the battlefield."
Brain in a Jar,2.0,,,Artifact,Artifact,Artifact,false,"{1}, {T}: Put a charge counter on this artifact, then you may cast an instant or sorcery spell with mana value equal to the number of charge counters on this artifact from your hand without paying its mana cost. {3}, {T}, Remove X charge counters from this artifact: Scry X."
Stronghold Arena,2.0,B,B,Enchantment,"Enchantment, Life Gain",Enchantment,false,"Kicker {G} and/or {W} (You may pay an additional {G} and/or {W} as you cast this spell.) When this enchantment enters, you gain 3 life for each time it was kicked. Whenever one or more creatures you control deal combat damage to a player, you may reveal the top card of your library and put it into your hand. If you do, you lose life equal to its mana value."
Phyrexian Metamorph,4.0,U,U,Artifact Creature — Phyrexian Shapeshifter,"Artifact, Creature",Creature,false,"({U/P} can be paid with either {U} or 2 life.) You may have this creature enter as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types."
"Niv-Mizzet, Parun",6.0,R;U,R;U,Legendary Creature — Dragon Wizard,"Card Draw, Creature, Removal, Stax",Creature,false,"This spell can't be countered. Flying Whenever you draw a card, Niv-Mizzet deals 1 damage to any target. Whenever a player casts an instant or sorcery spell, you draw a card."
Tectonic Split,6.0,G,G,Enchantment,"Enchantment, Protection",Enchantment,false,"As an additional cost to cast this spell, sacrifice half the lands you control, rounded up. Hexproof Lands you control have ""{T}: Add three mana of any one color."""
Erratic Explosion,3.0,R,R,Sorcery,"Removal, Sorcery",Sorcery,false,Choose any target. Reveal cards from the top of your library until you reveal a nonland card. Erratic Explosion deals damage equal to that card's mana value to that permanent or player. Put the revealed cards on the bottom of your library in any order.
Cloudsculpt Technician,3.0,U,U,Creature — Jellyfish Artificer,Creature,Creature,false,"Flying As long as you control an artifact, this creature gets +1/+0."
"Oji, the Exquisite Blade",4.0,U;W,U;W,Legendary Creature — Human Monk,"Creature, Life Gain, Removal",Creature,false,"When Oji enters, you gain 2 life and scry 2. Whenever you cast your second spell each turn, exile up to one target creature you control, then return it to the battlefield under its owner's control."
